Site ID,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Old site ID (legacy),Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
ML0689,Marylands Road,Westminster,02 Inner,04 Local Street,689,INNCY402,525325.5141,182038.0714,51.523361,-0.19495087
ML0690,Galloway Road,Hammersmith & Fulham,02 Inner,04 Local Street,690,INNCY403,522264.5434,180440.0888,51.50967,-0.23960341
ML0691,Fawley Road,Camden,02 Inner,04 Local Street,691,INNCY404,525538.6737,185023.6168,51.55014,-0.1908189
ML0692,Mansford Street,Tower Hamlets,02 Inner,04 Local Street,692,INNCY405,534460.9429,183024.1091,51.530123,-0.062980575
ML0693,Gibson Square,Islington,02 Inner,04 Local Street,693,INNCY406,531423.347,183898.8388,51.538692,-0.10641087
ML0694,Piper Close,Islington,02 Inner,04 Local Street,694,INNCY407,530763.808,185062.5656,51.549305,-0.1154897
ML0695,Matilda Street,Islington,02 Inner,04 Local Street,695,INNCY408,530807.2925,183708.5732,51.537127,-0.1153583
ML0696,Surrey Water Road,Southwark,02 Inner,04 Local Street,696,INNCY409,535867.5668,180144.9033,51.503906,-0.043818737
ML0697,Lenthall Road,Hackney,02 Inner,04 Local Street,697,INNCY410,533978.8294,184388.5186,51.542495,-0.069406367
ML0698,Cresset Road,Hackney,02 Inner,04 Local Street,698,INNCY411,535382.716,184634.2682,51.544371,-0.049078439
ML0699,Barnabas Road,Hackney,02 Inner,04 Local Street,699,INNCY412,535864.5656,184936.5217,51.546969,-0.042015474
ML0700,Duff Street,Tower Hamlets,02 Inner,04 Local Street,700,INNCY413,537663.0855,181023.7218,51.511371,-0.017615659
ML0701,Thomas Road,Tower Hamlets,02 Inner,04 Local Street,701,INNCY414,536936.8688,181391.8364,51.514854,-0.027942502
ML0702,Stonefield Street,Islington,02 Inner,04 Local Street,702,INNCY415,531305.3766,183880.524,51.538557,-0.10811802
ML0703,Lennox Road,Islington,02 Inner,04 Local Street,703,INNCY416,531142.1491,186957.0534,51.566246,-0.10932074
ML0704,Aston Street,Tower Hamlets,02 Inner,04 Local Street,704,INNCY417,536197.4187,181712.1947,51.517917,-0.038461927
ML0705,Shore Place,Hackney,02 Inner,04 Local Street,705,INNCY418,535179.2526,184132.9617,51.539908,-0.052196679
ML0706,Lyal Road,Tower Hamlets,02 Inner,04 Local Street,706,INNCY419,536383.015,183237.848,51.531576,-0.03519307
ML0707,Florence Road,Haringey,02 Inner,04 Local Street,707,INNCY420,530922.3028,187659.9522,51.572606,-0.11223166
ML0708,Gill Street,Tower Hamlets,02 Inner,04 Local Street,708,INNCY421,536854.7397,181035.1085,51.511675,-0.029261568
ML0709,Hawes Street,Islington,02 Inner,04 Local Street,709,INNCY422,531883.6357,184077.5776,51.540193,-0.099715061
ML0710,Barnes Street,Tower Hamlets,02 Inner,04 Local Street,710,INNCY423,536114.2013,181191.1338,51.513255,-0.039858414
ML0711,St. Paul Street,Islington,02 Inner,04 Local Street,711,INNCY424,532360.3817,183750.1913,51.537143,-0.092963924
ML0712,Zetland Street,Tower Hamlets,02 Inner,04 Local Street,712,INNCY425,537950.599,181707.556,51.517447,-0.013215111
ML0713,Turner Street,Tower Hamlets,02 Inner,04 Local Street,713,INNCY426,534648.955,181551.4607,51.516841,-0.060834415
ML0714,Wilberforce Road,Hackney,02 Inner,04 Local Street,714,INNCY427,531920.8292,186549.5,51.562399,-0.098255629
ML0715,Cornwallis Road,Islington,02 Inner,04 Local Street,715,INNCY428,530130.9336,186781.1337,51.564899,-0.12397819
ML0716,Reardon Street,Tower Hamlets,02 Inner,04 Local Street,716,INNCY429,534792.4026,180471.1399,51.507102,-0.059172896
ML0717,Tottenham Road,Hackney,02 Inner,04 Local Street,717,INNCY430,533357.1848,184683.4742,51.545293,-0.078244179
ML0718,Riversdale Road,Islington,02 Inner,04 Local Street,718,INNCY431,531950.5197,186133.709,51.558653,-0.097979081
ML0719,Rendlesham Road,Hackney,02 Inner,04 Local Street,719,INNCY432,534388.35,186244.15,51.559076,-0.062789303
ML0720,Ellingfort Road,Hackney,02 Inner,04 Local Street,720,INNCY433,534898.0548,184424.1584,51.542599,-0.056134197
ML0721,Mount Pleasant Lane,Hackney,02 Inner,04 Local Street,721,INNCY434,534674.7868,186764.0886,51.56368,-0.058467152
ML0722,Alderney Road,Tower Hamlets,02 Inner,04 Local Street,722,INNCY435,535603.0075,182246.2918,51.522859,-0.046812248
ML0723,Mayton Street,Islington,02 Inner,04 Local Street,723,INNCY436,530765.8528,186193.6419,51.559468,-0.11504074
ML0724,Chalton Street,Camden,02 Inner,04 Local Street,724,INNCY437,529854.6499,182775.2404,51.528962,-0.12943493
ML0725,Watney Street,Tower Hamlets,02 Inner,04 Local Street,725,INNCY438,534944.0293,181078.2561,51.51252,-0.056751984
ML0726,Pearson Street,Hackney,02 Inner,04 Local Street,726,INNCY439,533584.2455,183316.8853,51.532955,-0.075490882
ML0727,St. John's Road,Haringey,02 Inner,04 Local Street,727,INNCY440,533056.9904,188275.386,51.577642,-0.081224024
ML0728,Kyverdale Road,Hackney,02 Inner,04 Local Street,728,INNCY441,533964.0625,187180.3694,51.567588,-0.068545549
ML0729,Aylward Street,Tower Hamlets,02 Inner,04 Local Street,729,INNCY442,535528.4557,181455.2382,51.515768,-0.04819655
ML0730,Marmont Road,Southwark,02 Inner,04 Local Street,730,INNCY443,534399.5172,176842.2187,51.474584,-0.066212651
ML0731,Amelia Street,Southwark,02 Inner,04 Local Street,731,INNCY444,532116.2289,178463.7945,51.489688,-0.098459535
ML0732,Shell Road,Lewisham,02 Inner,04 Local Street,732,INNCY445,537557.557,175485.737,51.461631,-0.021297849
ML0733,Nigel Road,Southwark,02 Inner,04 Local Street,733,INNCY446,534371.2614,175906.6365,51.466179,-0.066971134
ML0734,Bird in Bush Road,Southwark,02 Inner,04 Local Street,734,INNCY447,534056.0362,177389.522,51.479581,-0.070941026
ML0735,Ansdell Road,Southwark,02 Inner,04 Local Street,735,INNCY448,535232.6806,176166.1822,51.468311,-0.054484356
ML0736,St. George's Way,Southwark,02 Inner,04 Local Street,736,INNCY449,533804.199,177667.4325,51.482139,-0.07446248
ML0737,Springfield Road,Bromley,02 Inner,04 Local Street,737,INNCY450,534982.105,171071.4806,51.422585,-0.060022822
ML0738,Kingscourt Road,Lambeth,02 Inner,04 Local Street,738,INNCY451,530151.4061,172243.1352,51.434246,-0.12903352
ML0739,Glaisher Street,Greenwich,02 Inner,04 Local Street,739,INNCY452,537634.9204,177706.3313,51.481571,-0.019325901
ML0740,York Hill,Lambeth,02 Inner,04 Local Street,740,INNCY453,531657.8365,172405.2488,51.435354,-0.10732062
ML0741,Upland Road,Southwark,02 Inner,04 Local Street,741,INNCY454,534266.5656,174908.1023,51.457236,-0.068860434
ML0742,Montague Avenue,Lewisham,02 Inner,04 Local Street,742,INNCY455,536984.1047,175259.2918,51.459739,-0.029628237
ML0743,St. James's Crescent,Lambeth,02 Inner,04 Local Street,743,INNCY456,531609.8997,175903.9973,51.466801,-0.10671073
ML0744,Paulet Road,Lambeth,02 Inner,04 Local Street,744,INNCY457,532051.2908,176614.5939,51.473087,-0.10008591
ML0745,Peabody Estate,Lambeth,02 Inner,04 Local Street,745,INNCY458,532079.4394,173744.1355,51.447289,-0.100754
ML0746,Mervan Road,Lambeth,02 Inner,04 Local Street,746,INNCY459,531079.5032,175054.0406,51.459294,-0.11465078
ML0747,Scawen Road,Lewisham,02 Inner,04 Local Street,747,INNCY460,536183.2702,178391.7851,51.488077,-0.039944574
ML0748,Edward Place,Lewisham,02 Inner,04 Local Street,748,INNCY461,536978.8526,177473.1781,51.479636,-0.028857207
ML0749,Blairderry Road,Lambeth,02 Inner,04 Local Street,749,INNCY462,530230.0063,172798.3462,51.439216,-0.12769374
ML0750,Thorpewood Avenue,Lewisham,02 Inner,04 Local Street,750,INNCY463,535203.1056,172540.8799,51.435733,-0.056286107
ML0751,Cleaver Square,Lambeth,02 Inner,04 Local Street,751,INNCY464,531472.908,178180.1457,51.487295,-0.10783523
ML0752,Mayflower Road,Lambeth,02 Inner,04 Local Street,752,INNCY465,530189.1767,175991.2723,51.46792,-0.12710926
ML0753,Edgar Kail Way,Southwark,02 Inner,04 Local Street,753,INNCY466,533295.4623,175495.7041,51.46274,-0.082606813
ML0754,Union Grove,Lambeth,02 Inner,04 Local Street,754,INNCY467,529751.1908,176603.2771,51.47352,-0.13318689
ML0755,Thornlaw Road,Lambeth,02 Inner,04 Local Street,755,INNCY468,531838.9475,171783.5467,51.429723,-0.10494953
ML0756,Bowen Drive,Southwark,02 Inner,04 Local Street,756,INNCY469,533415.9226,171659.9721,51.42824,-0.082325213
ML0757,Hillyard Street,Lambeth,02 Inner,04 Local Street,757,INNCY470,531121.4128,176708.327,51.474148,-0.11343361
ML0758,Deronda Road,Lambeth,02 Inner,04 Local Street,758,INNCY471,531754.0564,173395.9552,51.444229,-0.10555786
ML0759,Babington Road,Lambeth,02 Inner,04 Local Street,759,INNCY472,529622.5514,171260.3965,51.425533,-0.13699878
ML0760,Dockers Tanner Road,Tower Hamlets,02 Inner,04 Local Street,760,INNCY473,537253.8831,178983.7257,51.493139,-0.024313168
ML0761,Verney Road,Southwark,02 Inner,04 Local Street,761,INNCY474,534649.9609,178089.8916,51.485731,-0.062140218
ML0762,Clifton Way,Southwark,02 Inner,04 Local Street,762,INNCY475,535166.7449,177097.6956,51.476693,-0.055078153
ML0763,Longton Avenue,Lewisham,02 Inner,04 Local Street,763,INNCY476,534615.7274,171683.7653,51.428172,-0.065065624
ML0764,Athlone Road,Lambeth,02 Inner,04 Local Street,764,INNCY477,531059.8882,173701.9176,51.44714,-0.1154393
ML0765,De Crespigny Park,Southwark,02 Inner,04 Local Street,765,INNCY478,532618.3366,176282.229,51.469971,-0.092051426
ML0766,Sunnyhill Road,Lambeth,02 Inner,04 Local Street,766,INNCY479,530668.1406,171680.5662,51.429068,-0.12180774
ML0767,Richborne Terrace,Lambeth,02 Inner,04 Local Street,767,INNCY480,530861.8006,177272.3356,51.479277,-0.11696634
ML0768,Chartfield Avenue,Wandsworth,02 Inner,04 Local Street,768,INNCY481,523374.7904,174664.662,51.457519,-0.22563287
ML0769,Brookwood Road,Wandsworth,02 Inner,04 Local Street,769,INNCY482,524982.4701,173139.9485,51.443461,-0.20303881
ML0770,Lyveden Road,Merton,02 Inner,04 Local Street,770,INNCY483,527614.6564,170572.4034,51.419806,-0.16611192
ML0771,Gertrude Street,Kensington & Chelsea,02 Inner,04 Local Street,771,INNCY484,526517.6923,177690.186,51.484021,-0.17933669
ML0772,Greyhound Road,Hammersmith & Fulham,02 Inner,04 Local Street,772,INNCY485,524026.0595,177838.5635,51.485902,-0.21514039
ML0773,Coverton Road,Wandsworth,02 Inner,04 Local Street,773,INNCY486,527312.1699,171373.0042,51.427072,-0.17016524
ML0774,Wix's Lane,Wandsworth,02 Inner,04 Local Street,774,INNCY487,528553.9255,175421.2354,51.463171,-0.15085595
ML0775,Noyna Road,Wandsworth,02 Inner,04 Local Street,775,INNCY488,527915.2136,172336.1685,51.435591,-0.16114917
ML0776,Klea Avenue,Lambeth,02 Inner,04 Local Street,776,INNCY489,529186.1815,174381.5431,51.453681,-0.14212854
ML0777,Lowther Road,Richmond upon Thames,02 Inner,04 Local Street,777,INNCY490,521953.0203,177048.5596,51.479252,-0.24525358
ML0778,Atheldene Road,Wandsworth,02 Inner,04 Local Street,778,INNCY491,525965.0588,173426.6764,51.445823,-0.18880005
ML0779,Sellincourt Road,Wandsworth,02 Inner,04 Local Street,779,INNCY492,527528.7841,170946.8962,51.423186,-0.16721359
ML0780,Shuttleworth Road,Wandsworth,02 Inner,04 Local Street,780,INNCY493,527344.4328,176534.0869,51.473446,-0.1678494
ML0781,Forfar Road,Wandsworth,02 Inner,04 Local Street,781,INNCY494,528316.1709,176756.8731,51.475222,-0.15378145
ML0782,Esmon Street,Wandsworth,02 Inner,04 Local Street,782,INNCY495,524438.2714,175183.6735,51.461951,-0.21014394
ML0783,Woodlawn Road,Hammersmith & Fulham,02 Inner,04 Local Street,783,INNCY496,524003.0641,176457.5188,51.473496,-0.21595584
ML0784,Parkstead Road,Wandsworth,02 Inner,04 Local Street,784,INNCY497,522583.2728,174683.7665,51.457862,-0.23700557
ML0785,Smallwood Road,Wandsworth,02 Inner,04 Local Street,785,INNCY498,526807.7947,171841.6601,51.431391,-0.1772577
ML0786,Erpingham Road,Wandsworth,02 Inner,04 Local Street,786,INNCY499,523143.0547,175536.3125,51.465406,-0.22865261
ML0787,Norman Road,Merton,02 Inner,04 Local Street,787,INNCY500,526283.2027,170285.3956,51.417524,-0.18534545
ML0788,Mount Road,Merton,02 Inner,04 Local Street,788,INNCY501,525542.755,172778.262,51.440093,-0.19511323
ML0789,Aslett Street,Wandsworth,02 Inner,04 Local Street,789,INNCY502,526050.0241,173941.8689,51.450433,-0.18739431
ML0790,Stanley Grove,Wandsworth,02 Inner,04 Local Street,790,INNCY503,528528.6956,175974.5871,51.468146,-0.15101475
ML0791,Lake Road,Merton,02 Inner,04 Local Street,791,INNCY504,524710.6799,171003.2001,51.424325,-0.20770198
ML0792,Candahar Road,Wandsworth,02 Inner,04 Local Street,792,INNCY505,527253.0115,176218.9971,51.470627,-0.16927262
ML0793,Cleveland Road,Richmond upon Thames,02 Inner,04 Local Street,793,INNCY506,521820.852,176257.836,51.472172,-0.24744031
ML0794,Somerset Road,Merton,02 Inner,04 Local Street,794,INNCY507,524245.9636,171840.9003,51.431949,-0.21409325
ML0795,Ellerton Road,Wandsworth,02 Inner,04 Local Street,795,INNCY508,526976.1919,172954.7515,51.441356,-0.17442921
ML0796,Trinity Road,Merton,02 Inner,04 Local Street,796,INNCY509,525437.9603,170837.2476,51.422673,-0.19730989
ML0797,Grimston Road,Hammersmith & Fulham,02 Inner,04 Local Street,797,INNCY510,524636.3425,176140.9894,51.470508,-0.20695818
ML0798,Ramsdale Road,Wandsworth,02 Inner,04 Local Street,798,INNCY511,528358.3362,171238.2928,51.425623,-0.15517704
ML0799,Santos Road,Wandsworth,02 Inner,04 Local Street,799,INNCY512,525089.4168,174718.8365,51.457628,-0.20094228
ML0800,Tangley Grove,Wandsworth,02 Inner,04 Local Street,800,INNCY513,521955.4031,173896.072,51.450924,-0.24631113
ML0801,Ackmar Road,Hammersmith & Fulham,02 Inner,04 Local Street,801,INNCY514,525091.3379,176615.6236,51.474677,-0.20024285
ML0802,Maxwell Road,Hammersmith & Fulham,02 Inner,04 Local Street,802,INNCY515,525734.5186,177187.2199,51.479675,-0.19078603
ML0803,Trinity Church Road,Richmond upon Thames,02 Inner,04 Local Street,803,INNCY516,522771.4498,177684.4876,51.484792,-0.2332594
ML0804,Webbs Road,Wandsworth,02 Inner,04 Local Street,804,INNCY517,527697.7666,174805.4417,51.457829,-0.16339359
ML0805,Lilestone Street,Westminster,02 Inner,04 Local Street,805,INNCY518,527190.9015,182262.3372,51.524958,-0.16800252
ML0806,Holmdale Terrace,Haringey,02 Inner,04 Local Street,806,CSHCY005,533450.47,188144.29,51.576372,-0.075591267
ML0807,Heathland Road,Hackney,02 Inner,04 Local Street,807,CSHCY006,533032.13,187357.52,51.569399,-0.081917477
ML0808,Bouverie Road,Hackney,02 Inner,04 Local Street,808,CSHCY007,533155.21,186801.24,51.564373,-0.080354287
ML0809,Wordworth Road,Hackney,02 Inner,04 Local Street,809,CSHCY008,533260.31,185702.84,51.554473,-0.07925652
ML0810,Kingsbury Road,Islington,02 Inner,04 Local Street,810,CSHCY009,533298.48,184950.52,51.547706,-0.078993448
ML0811,Naval Row,Tower Hamlets,02 Inner,04 Local Street,811,CSHCY025,538604.27,180826.13,51.509371,-0.004141677
ML0812,Ming Street,Tower Hamlets,02 Inner,04 Local Street,812,CSHCY027,537333.95,180765.81,51.509133,-0.022468437
ML0813,Amersham Vale,Lewisham,02 Inner,04 Local Street,813,CSHCY058,536753.37,177471.32,51.479673,-0.032096008
ML0814,Albyn Road,Lewisham,02 Inner,04 Local Street,814,CSHCY060,537250.43,176551.77,51.471285,-0.025300664
ML0815,Old York Road,Wandsworth,02 Inner,04 Local Street,815,CSHCY078,526015.41,175129.06,51.461117,-0.18747487
ML0816,Outer Circle (west),Westminster,02 Inner,04 Local Street,816,CSHCY092,527587.56,182584.97,51.527762,-0.16216658
ML0817,Park Square West,Westminster,02 Inner,04 Local Street,817,CSHCY093,528563.13,182214.9,51.524216,-0.14823986
ML0818,Park Square East,Camden,02 Inner,04 Local Street,818,CSHCY094,528754.68,182255.88,51.524541,-0.1454733
ML0819,Outer Circle (south),Westminster,02 Inner,04 Local Street,819,CSHCY096,528375.799,182227.448,51.524375,-0.15094351
ML0820,Cornwall Terrace,Westminster,02 Inner,04 Local Street,820,CSHCY097,527982.543,182175.712,51.523997,-0.15662409
ML0821,Outer Circle (north),Westminster,02 Inner,04 Local Street,821,CSHCY137,527939.25,183467.56,51.535618,-0.15677466
ML0822,Outer Circle (east),Camden,02 Inner,04 Local Street,822,CSHCY157,528724.277,182539.298,51.5271,-0.14580181
ML0823,Willow Walk,Southwark,02 Inner,04 Local Street,823,QWPCY007,533453.37,178921.96,51.49349,-0.079040635
ML0824,Oxley Close,Southwark,02 Inner,04 Local Street,824,QWPCY008,533872.25,178468.32,51.489321,-0.07318038
ML0825,Childers Street,Lewisham,02 Inner,04 Local Street,825,QWPCY011,536662.16,177701.28,51.481761,-0.033316697
ML0826,Deptford High Street,Lewisham,02 Inner,04 Local Street,826,QWPCY012,537161.76,177489.3,51.479736,-0.026217411
ML0827,Chatham Place,Hackney,02 Inner,04 Local Street,827,QWPCY029,535250.98,184820.96,51.546074,-0.050909371
ML0828,Middleton Road,Hackney,02 Inner,04 Local Street,828,QWPCY030,534171.94,184155.94,51.540355,-0.066713717
ML0829,Northchurch Road,Hackney,02 Inner,04 Local Street,829,QWPCY031,532982.82,184256.43,51.541544,-0.083810026
ML0830,Colebrooke Row,Islington,02 Inner,04 Local Street,830,QWPCY032,531651.05,183232.45,51.532653,-0.10337409
ML0831,Ordnande Hill,Westminster,02 Inner,04 Local Street,831,QWPCY037,526881.88,183529.16,51.536414,-0.17199814
ML0832,Fairhazel Gardens,Camden,02 Inner,04 Local Street,832,QWPCY038,526150.04,184309.98,51.543587,-0.18225284
ML0833,Windmill Drive,Wandsworth,02 Inner,04 Local Street,833,QWPCY042,528660.71,174635.92,51.456083,-0.14960225
ML0834,Rodney Place,Southwark,02 Inner,04 Local Street,834,QWPCY050,532405.61,178934.16,51.493853,-0.094122878
ML0835,Portland Street,Southwark,02 Inner,04 Local Street,835,QWPCY051,532639.82,178322.51,51.488299,-0.090983923
ML0836,Edmund Street,Southwark,02 Inner,04 Local Street,836,QWPCY052,532779.11,177328.47,51.479334,-0.089342109
ML0837,Camberwell Grove,Southwark,02 Inner,04 Local Street,837,QWPCY053,533135.84,176076.64,51.467999,-0.084690018
ML0838,Dulwich Wood,Southwark,02 Inner,04 Local Street,838,QWPCY060,533470.18,171277.87,51.424794,-0.081678335
ML0839,A12 crossing (Cadogan Close),Tower Hamlets,02 Inner,04 Local Street,839,QWPCY068,536806.16,184448.26,51.542356,-0.028628486
ML0840,Victoria Park,Tower Hamlets,02 Inner,04 Local Street,840,QWPCY069,536638.41,183932.7,51.53776,-0.031249662
ML0841,St. Stephens Road,Tower Hamlets,02 Inner,04 Local Street,841,QWPCY072,536506.98,183498.28,51.533892,-0.033319846
ML0842,Hewison Street,Tower Hamlets,02 Inner,04 Local Street,842,QWPCY073,536930.37,183357.1,51.532522,-0.027265504
ML0843,Lichfield Road,Tower Hamlets,02 Inner,04 Local Street,843,QWPCY074,536553.18,182888.23,51.528399,-0.03287897
ML0844,Larkhall Lane,Lambeth,02 Inner,04 Local Street,844,QWPCY082,529535.9,176030.85,51.46842,-0.136505
ML0845,Alderbrook Road,Wandsworth,02 Inner,04 Local Street,845,QWPCY086,528547.44,174172.14,51.451948,-0.15139583
ML0846,Cavendish Road,Wandsworth,02 Inner,04 Local Street,846,QWPCY087,528972.57,173601.16,51.44672,-0.14549078
ML0847,Riggindale Road,Lambeth,02 Inner,04 Local Street,847,QWPCY090,529576.75,171598.49,51.428581,-0.13753653
ML0848,Potters Lane,Lambeth,02 Inner,04 Local Street,848,QWPCY091,529619.39,170901,51.422308,-0.1371731
ML0849,Lansdowne,Lambeth,02 Inner,04 Local Street,849,QWPCY100,530242.12,177014.7,51.477101,-0.12596997
ML0850,Thurleigh Road,Wandsworth,02 Inner,04 Local Street,850,QWPCY101,528098.75,174186.95,51.452175,-0.15784899
ML0851,Kohat Road,Merton,02 Inner,04 Local Street,851,QWPCY105,526030.87,171318.29,51.426864,-0.1886148
ML0852,Ashcombe Road,Merton,02 Inner,04 Local Street,852,QWPCY106,525349.84,171069.1,51.424777,-0.19849288
ML0853,South Park Road,Merton,02 Inner,04 Local Street,853,QWPCY108,525719.5,170610.58,51.42057,-0.19333668
ML0854,Bancroft Road railway bridge,Tower Hamlets,02 Inner,04 Local Street,854,QWPCY110,535583.32,182625.81,51.526269,-0.04695462
ML0855,Cephas Street,Tower Hamlets,02 Inner,04 Local Street,855,QWPCY111,535093.94,182219.26,51.522738,-0.054169159
ML0856,Roseneth Road,Wandsworth,02 Inner,04 Local Street,856,QWPCY118,528056.21,174280.08,51.45303,-0.15841911
ML0857,Meadow Road,Lambeth,02 Inner,04 Local Street,857,QWPCY119,530713.78,177575.74,51.482034,-0.1189843
ML0858,Bromell's  Road,Lambeth,02 Inner,04 Local Street,858,QWPCY121,529337.36,175357.16,51.462417,-0.13959995
